5,24
23,67
94,36
61,74
9,54
19,69
32,74
31,6
18,66
4,95
40,27
28,9
33,75
52,51
19,2
54,98
91,62
67,31
45,64
35,82
68,95
19,52
22,84
37,83
53,17
4,45
14,94
69,60
10,78
6,88
56,49
61,60
11,25
70,10
8,58
47,97
82,78
57,54
51,87
43,91
68,2
10,61
35,82
33,69
13,37
29,39
24,59
38,55
42,6
21,70
52,33
55,2
48,10
34,62
44,86
74,45
40,34
13,9
71,31
61,48
44,27
62,20
29,3
74,16
1,43
4,24
41,25
7,72
29,32
4,13
69,99
65,71
39,72
98,26
40,66
29,40
22,83
9,25
21,41
82,50
12,29
77,83
15,34
6,77
15,100
4,99
43,57
9,96
1,15
92,50
50,93
4,92
9,39
27,64
69,5
43,93
60,49
99,4
1,99
18,7
97,35
24,90
5,38
29,73
3,27
11,99
11,26
8,62
66,26
41,19
97,46
56,17
13,100
27,35
37,86
59,8
89,55
20,10
5,48
14,58
70,11
83,44
38,26
27,28
6,81
39,62
58,87
9,41
22,95
85,87
24,40
1,48
63,33
91,26
84,14
27,67
6,87
26,90
5,29
18,65
41,97
27,83
28,51
45,27
69,49
47,63
8,89
14,70
54,17
74,41
80,12
52,83
14,92
83,30
18,53
75,83
6,26
15,19
9,92
11,2
26,62
37,87
42,75
40,54
14,25
58,66
90,62
54,100
24,96
95,71
2,75
60,14
41,91
1,30
25,92
40,73
29,57
32,64
56,6
12,17
8,62
26,76
91,29
77,89
28,51
17,80
20,99
44,52
36,68
2,70
27,92
41,54
50,40
31,47
54,91
29,44
99,22
23,51
16,87
54,83
1,72
53,48
94,91
4,24
2,86
5,78
16,84
76,49
27,20
21,36
65,8
4,59
4,98
10,67
41,30
48,33
46,99
40,95
92,6
17,73
54,49
24,30
23,15
72,10
37,34
31,63
98,96
48,31
81,47
61,81
9,63
16,96
45,96
18,56
95,33
9,49
57,24
11,21
28,75
66,48
26,8
58,52
10,46
14,80
8,9
2,48
38,22
50,5
14,4
3,16
46,21
38,55
95,35
5,93
7,100
6,82
90,78
42,57
35,57
29,39
9,45
24,62
17,44
8,21
61,37
50,57
55,26
76,53
44,7
26,59
17,50
19,9
84,4
55,95
15,10
14,56
41,27
11,63
19,26
1,33
96,46
78,16
10,96
11,44
57,37
11,15
57,56
43,4
16,66
2,58
8,92
31,77
52,78
60,90
7,75
1,42
2,8
11,53
80,76
13,57
52,21
31,26
1,4
74,14
31,80
72,75
1,62
32,89
67,57
74,71
57,56
100,29
78,13
7,66
2,50
32,98
88,64
25,1
15,60
8,4
63,36
60,40
15,41
25,81
55,78
8,10
12,64
57,72
41,98
45,81
26,82
34,77
95,72
35,54
80,48
64,16
46,1
79,82
12,21
11,71
68,95
38,93
77,33
54,24
62,24
47,9
6,41
66,99
24,73
25,34
9,93
1,31
60,6
5,15
29,1
77,69
5,28
17,37
3,61
61,15
57,99
9,77
11,71
15,85
26,64
68,8
62,54
26,81
97,68
52,13
72,78
20,82
48,40
67,65
17,40
26,20
75,16
39,37
97,11
4,33
31,87
77,19
9,23
64,7
58,43
80,25
27,51
61,19
48,57
4,84
20,40
94,76
76,5
27,81
21,95
42,59
11,9
16,57
23,19
55,75
2,68
32,6
41,76
50,90
17,28
6,68
13,98
16,23
16,51
64,85
3,25
12,46
33,62
9,41
44,60
43,67
51,79
97,10
60,56
10,69
42,10
27,24
39,54
16,80
9,90
23,26
5,89
30,12
85,96
21,97
26,84
13,84
29,79
48,7
56,61
52,85
3,10
74,32
37,100
88,62
46,88
7,16
58,77
2,44
12,81
19,96
8,97
10,58
28,67
40,62
8,100
29,39
33,77
42,15
60,2
4,16
27,36
48,25
90,44
42,58
50,100
75,95
31,100
6,54
19,42
22,56
57,40
47,22
20,80
5,97
85,50
16,88
65,85
45,7
16,15
61,29
15,16
88,95
3,27
10,64
1,40
6,24
73,40
34,85
4,19
67,92
53,42
71,58
77,85
1,38
7,89
61,28
9,51
13,53
31,80
89,71
16,84
2,11
7,46
32,61
45,98
15,52
21,51
21,35
43,83
33,24
39,5
82,53
28,55
9,36
8,88
93,53
6,82
24,47
28,56
29,95
44,45
18,12
27,11
98,59
89,30
56,84
11,31
66,13
88,19
77,66
6,41
13,66
2,76
15,20
67,5
41,23
18,17
19,12
29,100
34,70
14,45
94,34
32,34
1,5
15,17
74,86
11,14
35,93
10,55
34,90
8,57
68,63
48,42
33,98
13,9
48,61
36,1
36,68
12,49
6,7
19,76
40,42
68,34
8,98
37,88
35,57
69,26
21,85
97,38
41,24
7,20
54,38
64,86
94,40
54,38
43,50
17,43
19,1
23,45
1,96
6,28
12,70
53,69
69,63
3,98
29,80
92,71
39,83
9,46
9,19
12,26
1,99
4,14
4,39
20,15
51,79
16,50
11,37
26,63
74,27
2,4
22,72
89,8
35,34
12,99
3,97
48,39
27,78
3,92
1,82
6,37
24,27
25,30
54,87
54,41
21,81
6,53
52,25
27,100
17,70
99,30
86,63
35,93
20,85
84,31
43,91
84,5
42,84
36,59
64,27
2,90
99,39
12,100
86,55
67,17
11,87
7,16
49,37
9,45
8,53
22,5
12,29
36,72
31,29
96,51
81,46
21,97
55,73
2,87
88,100
100,97
74,30
22,57
49,57
24,27
33,12
41,80
4,15
32,92
36,18
56,26
55,8
2,64
64,13
40,90
42,33
32,49
25,3
23,51
10,91
28,43
61,29
11,96
53,67
21,41
8,94
33,87
18,55
28,76
47,93
5,90
6,61
46,63
14,27
54,51
8,56
51,76
56,38
13,50
6,68
52,59
62,15
7,63
75,8
82,22
4,62
39,51
66,95
16,81
21,24
16,6
18,70
37,13
29,12
3,73
74,26
9,44
53,84
68,15
90,45
30,51
59,50
59,43
21,35
51,6
10,96
60,63
67,77
48,28
4,61
35,64
10,34
18,19
68,32
29,1
12,29
10,86
3,33
86,50
25,15
48,31
4,26
20,21
79,44
30,83
68,64
23,1
15,50
76,39
35,64
19,69
19,61
66,28
29,80
40,97
5,44
11,28
2,31
25,99
6,24
9,66
5,73
97,96
6,2
16,82
22,64
4,47
61,100
100,8
34,68
30,66
13,99
88,56
8,54
41,15
2,75
15,66
18,95
47,32
62,86
91,36
26,53
4,82
53,75
9,2
28,67
13,53
30,16
76,27
81,92
20,60
20,26
92,70
14,71
88,96
29,38
99,76
6,94
88,5
8,82
91,71
42,11
1,89
7,20
65,36
89,13
98,34
53,89
12,5
15,87
28,22
6,27
12,9
61,8
12,29
26,94
49,92
58,77
47,62
2,16
39,63
39,66
98,57
3,74
32,9
53,45
78,90
11,46
22,87
15,83
61,75
75,100
7,79
40,68
16,50
6,64
58,51
26,44
36,76
95,81
28,18
36,14
58,21
15,49
27,1
63,35
26,74
51,41
92,11
2,76
80,53
60,18
80,55
37,27
8,55
43,95
40,27
50,57
53,80
14,21
68,44
15,26
92,60
88,8
12,22
11,54
53,86
19,54
45,56
97,9
41,97
59,24
33,76
66,74
9,62
96,54
42,85
36,74
31,85
86,44
94,12
41,3
18,40
39,63
19,91
67,24
57,11
80,53
21,84
33,40
36,57
49,21
80,13
39,1
15,46
48,38
12,1
32,64
18,68
7,52
35,19
24,44
36,90
8,88
91,77
20,59
60,83
15,16
30,70
36,55
26,79
23,58
8,35
41,6
71,69
37,26
95,9
62,26
64,11
52,53
86,99
52,46
11,63
18,38
30,17
10,21
4,63
18,94
40,82
64,75
11,41
46,99
3,34
23,57
2,98
2,79
8,15
44,29
45,6
52,73
11,94
17,28
43,90
18,66
30,67
1,25
35,65
11,53
69,65
52,18
64,99
30,37
17,13
64,44
2,4
80,45
16,76
18,19
1,7
88,44
52,35
61,17
74,65
91,37
16,48
23,83
24,21
45,27
17,61
56,59
2,94
41,74
1,53
63,75
9,5
1,60
7,1
41,58
76,99
19,75
91,81
44,43
5,68
84,15
43,74
28,34
99,64
3,99
74,87
59,95
53,21
3,72
19,49
52,71
54,49
24,1
61,36
90,6
34,52
77,93
87,35
32,6
16,96
48,16
30,34
100,19
40,98
4,97
45,28
6,68
25,24
70,83
15,82
54,68
48,42
6,26
50,2
77,3
1,41
35,18
19,45
53,11
9,61
59,18
30,51
6,2
39,15
75,16
46,66
40,42
1,77
34,92
29,80
22,82
39,96
45,69
33,20
14,25
69,14
63,31
7,15
6,64
38,41
2,93
63,48
19,100
94,96
79,55
49,18
11,73
83,48
27,60
54,89
74,64
7,28
24,14
21,32
53,57
60,12
95,37
1,37
19,29
87,85
22,99
40,52
73,100
26,25
30,69
51,21
3,70
11,19
55,100
63,30
21,64
95,99
30,16
69,54
19,87
8,13
69,61
4,35
33,88
23,94
40,38
97,32
7,77
54,57
13,74
15,63
94,11
24,26
40,46
2,41
16,34
74,35
28,58
64,14
42,32
6,62
35,12
53,57
11,39
23,33
42,86
32,77
59,95
71,10
22,28
3,44
81,27
26,22
3,43
17,90
6,71
21,47
19,57
32,63
46,4
32,55
58,10
39,1
62,18
18,66
64,67
42,65
18,50
3,46
42,15
32,59
22,83
6,90
30,8
85,93
18,22
85,15
40,17
23,21
1,98
11,44
29,16
59,96
58,66
60,100
64,10
38,70
63,93
66,7
13,20
12,78
27,26
99,51
3,20
48,56
69,45
4,76
9,77
43,52
58,55
8,21
6,51
32,31
9,75
15,74
54,32
3,86
11,50
34,12
42,33
51,98
98,56
57,37
41,35
36,100
5,24
22,23
82,77
99,70
66,38
93,70
9,91
86,65
54,45
39,20
78,86
5,30
15,20
4,42
48,40
25,69
74,88
41,77
32,4
50,92
72,25
55,30
38,15
10,1
57,83
3,21
22,73
99,54
18,72
83,63
17,13
57,90
20,81
22,65
42,33
96,21
55,85
28,60
15,80
35,29
37,73
93,43
67,71
7,63
45,79
82,50
34,70
65,37
16,40
32,44
37,52
40,22
93,69
25,47
44,42
10,26
50,65
22,16
5,95
1,12
85,58
65,12
83,33
34,2
22,73
30,2
47,83
1,10
89,33
51,50
12,40
97,1
75,72
13,81
2,80
27,79
12,29
80,32
48,25
17,5
98,55
15,4
87,75
73,11
15,52
19,43
57,72
83,25
77,91
39,33
37,18
42,97
11,58
16,54
93,23
26,55
24,63
23,67
9,65
26,1
20,19
15,33
3,29
5,62
1,16
64,92
15,44
16,64
7,14
10,55
85,33
22,86
39,90
34,18
28,30
66,36
6,75
22,43
7,24
43,14
22,6
8,66
2,42
3,80
23,28
37,8
51,70
49,26
8,20
62,84
29,20
53,13
4,19
25,50
22,33
38,64
67,32
70,83
97,38
44,27
21,36
8,4
45,74
45,5
78,22
4,72
88,87
72,63
40,35
21,97
89,42
74,96
57,56
69,9
11,63
74,34
92,53
1,53
30,69
56,54
74,39
41,29
86,1
3,46
53,8
13,10
67,16
21,33
20,29
87,98
10,88
17,52
35,19
4,98
46,47
8,91
2,66
9,47
2,41
70,71
34,32
12,98
11,28
6,44
6,38
77,50
92,14
10,93
87,93
22,90
32,43
39,11
64,55
35,27
93,68
63,55
12,61
79,24
81,76
24,1
24,31
11,77
77,52
15,68
17,61
22,78
61,89
58,55
40,23
35,90
14,83
97,95
11,72
65,38
53,5
47,19
9,36
68,40
73,76
18,90
61,29
16,18
4,53
40,66
18,17
20,64
49,52
32,61
50,99
29,92
6,79
83,96
28,39
15,19
5,1
66,1
15,83
7,13
2,36
18,52
41,73
15,97
95,64
47,61
64,69
36,15
27,50
17,47
40,19
66,5
20,21
14,21
1,28
32,65
79,71
4,69
14,24
81,66
13,49
35,84
27,55
32,34
62,76
18,13
58,8
51,99
24,87
19,92
79,70
7,86
6,51
26,47
10,44
30,14
24,84
35,80
18,19
24,11
26,19
3,36
21,33
4,39
5,43
29,88
8,71
4,5
92,26
67,75
63,14
64,52
80,10
45,37
68,67
29,89
20,61
2,100
4,91
44,57
67,80
32,6
46,51
10,68
80,60
39,35
54,5
4,39
26,75
48,83
25,62
57,54
90,48
34,72
56,96
96,3
80,54
9,31
95,6
59,5
20,24
14,8
13,45
16,78
88,35
60,15
99,48
71,22
68,99
2,10
65,56
14,45
70,19
36,11
18,87
80,27
14,69
50,52
65,2
65,31
60,17
3,91
12,79
17,55
10,84
19,15
80,1
6,21
5,32
22,58
33,12
10,21
6,30
8,63
17,83
79,55
18,33
26,8
3,81
27,47
7,94
87,63
2,70
3,2
59,61
13,25
67,62
59,88
92,6
10,4
27,39
6,21
51,69
8,10
93,26
80,43
13,66
88,65
18,58
81,78
51,33
47,78
71,94
39,91
56,58
55,50
21,46
40,20
16,15
2,71
46,51
58,9
18,67
52,26
87,4
13,51
60,58
69,64
19,15
48,38
88,12
18,63
36,16
9,2
8,3
37,42
64,36
1,82
24,64
28,72
13,18
16,67
92,60
42,3
3,70
12,78
4,11
51,36
22,44
60,34
23,96
15,85
60,9
28,22
66,12
20,73
81,16
96,5
66,68
68,8
15,66
26,3
58,30
9,16
33,59
55,10
62,65
86,41
54,4
65,88
67,15
4,40
4,31
10,96
71,96
14,60
67,86
28,94
49,67
35,57
75,52
41,53
30,12
81,54
8,19
50,41
34,73
64,94
3,13
71,85
27,81
55,64
63,79
18,81
51,67
6,35
72,84
6,77
14,89
18,80
8,97
66,84
16,26
46,21
51,1
70,56
8,93
1,54
100,16
62,67
35,82
2,89
5,3
67,61
40,39
4,44
31,37
28,54
41,71
66,90
70,95
78,8
54,50
8,54
35,93
38,49
36,69
8,71
19,23
67,29
54,12
19,78
8,80
20,92
6,77
53,4
14,21
2,6
39,9
46,58
82,31
86,95
18,66
13,20
31,9
40,25
34,62
35,34
69,35
57,37
40,66
14,44
8,35
41,38
30,48
18,85
85,51
75,49
34,72
13,5
57,16
28,98
79,97
39,28
18,32
26,28
9,23
4,80
4,65
54,40
48,8
19,26
6,56
42,68
58,91
97,77
77,82
30,14
10,34
69,34
11,31
23,34
58,52
82,59
61,12
60,99
94,81
14,6
82,31
13,76
79,9
17,87
4,24
4,74
26,73
14,84
3,99
8,15
9,37
96,10
95,29
9,3
14,99
3,24
14,73
1,27
7,91
43,54
96,76
23,97
46,41
53,38
7,46
48,16
8,91
20,47
56,42
24,35
97,47
88,17
3,5
32,80
58,37
50,85
13,19
58,16
8,75
17,62
9,65
9,75
43,64
8,94
65,37
45,8
36,23
17,71
34,61
55,60
35,55
12,30
15,20
25,44
45,72
94,79
7,99
76,29
9,83
65,67
7,20
20,18
19,99
43,72
55,66
7,97
6,41
10,93
3,33
85,99
3,33
2,79
8,87
20,26
24,76
7,33
91,38
40,58
66,15
44,100
5,89
23,58
1,36
79,85
20,89
3,13
7,96
39,96
10,2
58,73
34,44
37,31
10,31
54,97
33,94
4,23
56,1
62,1
5,39
41,26
75,94
15,37
62,22
15,66
60,80
2,71
72,56
6,83
15,25
18,60
24,46
57,90
19,10
60,10
6,89
76,44
42,64
28,78
9,12
67,74
36,87
27,39
31,34
33,29
69,6
15,74
37,50
25,73
62,61
64,66
59,57
32,11
21,62
59,56
17,56
53,33
96,16
24,54
86,5
8,24
24,46
91,94
67,19
63,56
26,34
39,66
27,99
82,37
7,24
3,60
45,88
52,93
14,50
19,61
31,1
75,21
87,10
84,74
96,14
84,65
8,1
58,41
8,66
52,65
23,87
10,52
5,28
31,8
9,20
47,57
79,89
78,12
36,80
26,5
20,59
81,1
80,71
33,40
5,31
13,46
25,17
58,13
31,71
87,93
25,58
91,78
44,96
29,53
27,71
31,28
7,53
41,27
9,27
10,55
44,29
62,43
34,90
54,76
66,42
96,99
2,100
13,49
61,29
75,78
63,15
9,77
50,45
23,9
48,17
1,71
45,69
57,28
22,94
34,78
27,81
8,71
76,90
90,20
2,58
57,37
7,55
2,68
23,33
24,56
1,99
14,92
7,10
8,54
28,59
39,26
13,50
80,45
60,96
12,45
8,92
86,74
36,2
6,57
16,60
4,65
81,1
37,13
45,64
7,66
22,24
42,75
48,43
45,74
82,27
40,44
12,60
59,7
81,6
8,92
20,60
47,17
10,68
75,68
37,7
36,80
24,53
64,3
34,95
85,35
72,47
1,58
86,67
31,92
81,94
10,4
62,14
16,22
28,64
14,10
56,58
89,53
49,6
6,44
19,78
18,73
52,15
20,38
79,39
71,3
23,48
42,87
63,67
47,50
22,87
2,50
5,44
51,66
15,92
76,69
78,63
57,35
7,51
74,64
24,61
5,28
61,88
21,39
21,83
54,15
52,43
80,71
45,73
74,59
49,2
1,62
12,1
4,91
37,89
36,84
14,5
90,30
1,6
63,41
96,44
11,21
30,16
54,20
85,24
64,85
36,9
12,30
36,18
91,10
73,68
79,45
59,62
6,94
1,69
75,73
30,14
48,61
33,28
10,61
5,89
83,47
79,35
7,41
10,76
90,26
56,66
29,49
5,16
4,15
20,3
82,43
31,23
39,62
45,41
78,30
3,55
82,40
38,46
68,25
44,4
9,5
62,100
37,22
72,4
44,91
39,48
30,91
19,25
45,9
38,93
57,32
63,61
77,71
18,75
78,3
56,59
12,21
15,23
33,74
10,49
30,13
60,69
17,35
33,49
25,50
10,61
84,49
77,17
49,26
40,7
81,92
61,21
76,56
95,58
17,96
71,20
55,54
4,23
6,55
3,54
2,18
44,52
75,67
41,35
44,81
95,58
67,72
23,83
54,91
62,18
24,15
7,35
41,35
88,5
10,20
6,42
70,69
73,50
25,90
20,48
10,79
4,41
29,95
82,40
86,70
64,95
14,62
13,92
15,5
49,61
41,15
88,10
24,42
2,29
71,64
48,63
42,12
76,29
6,51
56,67
51,55
8,54
14,79
34,69
69,98
25,37
24,31
28,86
62,91
12,48
15,39
29,47
73,44
51,98
15,51
82,49
29,93
98,2
6,70
25,89
46,15
72,82
65,74
93,49
13,62
47,54
2,49
99,33
52,6
20,35
6,99
37,6
34,42
22,59
7,95
95,94
43,93
71,56
15,55
12,8
95,33
58,83
36,69
39,38
20,8
5,75
11,16
17,80
81,54
11,68
9,4
12,26
30,77
32,50
32,69
22,5
36,3
6,81
39,42
76,43
14,19
58,65
15,2
42,96
35,31
6,76
23,51
55,86
20,44
32,70
33,18
10,27
4,51
52,99
41,90
2,31
79,17
60,58
86,47
6,100
73,40
21,89
11,92
19,37
2,14
28,57
39,100
5,10
44,28
47,85
51,80
1,36
11,47
73,4
15,22
5,26
22,41
17,41
77,59
36,84
93,23
31,98
28,59
1,43
38,36
48,6
14,34
6,99
7,66
31,3
60,22
22,56
12,13
7,96
79,7
29,90
12,59
5,37
21,70
22,27
3,34
6,48
47,54
14,70
7,15
51,82
35,98
1,36
1,20
64,5
54,28
15,64
45,59
84,52
3,32
5,37
39,48
44,83
99,50
89,55
19,59
7,73
2,39
2,86
97,79
51,83
22,59
41,2
35,86
75,90
37,86
88,72
34,99
51,86
20,64
75,94
76,19
1,98
56,33
94,44
4,3
87,15
30,50
31,83
39,60
17,75
23,58
73,26
36,59
63,48
68,53
24,78
33,61
31,4
6,52
6,72
39,65
39,11
82,16
61,79
9,55
31,6
17,13
13,99
9,20
3,37
23,16
60,59
5,8
88,46
45,39
25,3
89,49
5,83
31,63
60,79
59,8
21,26
39,58
32,78
28,14
26,55
68,14
99,25
17,27
88,58
28,73
69,83
41,14
86,14
43,35
56,39
91,18
15,77
49,80
50,31
73,78
76,94
33,6
38,40
85,53
12,13
21,75
29,75
28,58
57,68
47,99
46,26
33,9
1,27
25,49
37,7
91,97
14,55
83,29
15,63
84,40
4,43
6,99
60,38
36,51
37,70
22,45
22,93
93,85
6,61
11,55
68,95
28,76
40,52
5,8
37,28
99,56
72,99
87,11
28,59
52,47
68,45
6,76
97,89
25,84
8,32
32,38
81,44
68,61
20,36
15,66
97,33
70,90
4,63
51,2
23,84
2,7
11,19
4,77
29,65
25,42
18,59
80,17
48,67
3,95
27,90
40,3
5,22
58,30
4,84
6,67
29,24
37,54
15,75
38,41
21,41
15,76
53,76
41,60
40,89
3,9
95,24
15,46
2,8
93,65
69,55
10,73
38,94
58,87
30,36
22,56
7,28
3,4
8,10
1,2
19,26
8,50
65,44
37,51
2,97
8,20
77,76
23,28
11,68
40,57
9,86
7,69
10,74
13,8
1,27
3,11
14,93
99,54
25,97
70,8
63,41
94,12
85,76
48,87
76,84
82,81
15,64
85,42
17,28
37,43
18,40
86,63
12,42
51,94
40,53
30,27
17,12
44,7
11,15
6,14
25,87
26,17
3,73
58,72
23,41
1,15
11,63
45,32
78,55
14,51
14,47
12,32
26,46
20,32
65,77
54,14
71,74
10,8
5,66
42,50
43,17
15,58
32,61
9,95
18,84
94,3
78,26
34,70
56,84
98,31
2,46
90,18
7,89
17,37
7,72
86,88
12,48
65,4
54,28
26,78
56,51
42,74
36,69
96,92
18,81
58,77
3,28
35,31
40,36
6,13
18,69
1,69
64,69
59,66
12,14
20,81
16,92
17,39
41,34
70,22
99,84
20,71
9,47
22,79
4,3
45,1
62,48
52,12
13,50
40,32
27,39
70,83
77,83
5,39
74,64
23,99
14,47
67,4
13,33
29,93
52,54
18,69
60,29
81,22
15,81
51,78
29,21
25,24
38,98
14,55
18,45
79,76
18,29
76,22
20,53
55,97
49,82
8,92
37,98
14,39
22,24
44,64
39,95
23,52
23,28
30,47
12,55
1,44
8,66
25,90
40,95
17,30
63,34
46,41
64,47
77,56
6,20
27,8
6,92
42,6
30,66
68,54
1,17
63,19
57,5
46,69
65,62
27,25
21,6
78,64
10,15
16,3
59,19
20,39
93,25
73,26
26,65
71,98
14,93
69,6
25,77
40,97
44,1
16,93
29,96
4,63
85,51
40,46
60,87
3,28
23,85
95,92
29,30
37,19
21,83
31,89
74,40
43,87
46,4
65,36
4,39
51,95
39,97
67,60
31,30
91,31
19,15
98,82
20,63
12,66
42,100
62,26
53,75
22,37
93,78
19,73
51,76
38,52
11,37
20,35
21,19
63,14
17,53
18,10
21,70
45,86
27,90
8,15
23,58
12,22
93,90
11,53
50,58
10,18
60,69
39,76
26,33
12,55
38,29
47,23
27,58
2,47
98,31
78,56
7,91
30,39
33,9
5,56
3,43
66,75
13,51
36,90
21,30
21,83
88,40
17,97
70,13
11,39
67,52
45,60
2,36
30,79
36,96
51,94
30,79
23,51
90,11
20,32
24,100
23,15
4,70
10,40
70,24
39,35
2,76
52,5
55,96
34,17
4,58
68,61
50,85
61,47
3,40
88,52
60,38
31,49
36,32
70,15
39,2
6,79
52,21
37,97
66,1
63,87
55,30
4,63
93,23
30,31
41,50
5,69
98,76
66,94
92,12
84,50
42,64
22,18
9,66
3,62
91,16
75,100
6,5
64,12
8,50
60,51
53,35
65,44
7,29
10,18
94,70
78,94
4,32
11,58
46,23
1,65
70,89
48,56
17,94
70,19
31,85
4,41
5,7
15,74
23,77
4,9
50,5
96,84
45,62
38,79
8,97
28,81
30,100
91,25
37,54
3,48
27,43
33,94
35,29
6,39
44,16
24,66
58,59
1,27
1,27
29,93
4,56
14,53
51,47
41,23
58,66
82,29
12,27
99,11
78,41
12,99
97,59
85,80
47,43
34,39
2,5
19,60
63,98
33,24
45,58
70,5
16,92
10,26
51,21
15,33
75,43
18,4
80,37
29,99
87,45
50,87
33,3
24,13
10,25
31,93
50,41
6,48
2,88
24,16
22,85
87,52
2,65
33,76
10,31
97,8
71,10
80,78
49,62
15,65
45,27
27,86
3,93
41,37
15,58
7,22
7,63
79,24
12,7
5,19
2,90
24,62
51,25
67,40
21,41
14,89
2,64
51,11
28,85
20,94
31,33
26,33
17,2
39,41
2,10
1,45
54,30
1,39
6,10
7,96
